date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_AROONOSC,exit0_AROONOSC
2022-06-24,139.6060333251953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-71.42857142857143],[None],[-71.42857142857143],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-71.42857142857143,-71.42857142857143
2022-06-27,139.6060333251953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-42.85714285714286],[None],[-42.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-42.85714285714286,-42.85714285714286
2022-06-28,135.4472198486328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-42.85714285714286],[None],[-42.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-42.85714285714286,-42.85714285714286
2022-06-29,137.2112579345703,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-42.857142857142854],[None],[-42.857142857142854],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-42.857142857142854,-42.857142857142854
2022-06-30,134.7376251220703,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-42.85714285714286],[None],[-42.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-42.85714285714286,-42.85714285714286
2022-07-01,136.9156036376953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-35.714285714285715],[None],[-35.714285714285715],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-35.714285714285715,-35.714285714285715
2022-07-05,139.50746154785156,0,[True],[False],BUY. Shares: 50,Entry conditions met: True,{},"{'order_size': 50, 'order_price': None, 'order_valid': None, 'order_status': 1}",[42.85714285714286],[None],[42.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],42.85714285714286,42.85714285714286
2022-07-06,140.8477783203125,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[42.85714285714286],[None],[42.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],42.85714285714286,42.85714285714286
2022-07-07,144.22805786132812,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428571],[None],[85.71428571428571],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428571,85.71428571428571
2022-07-08,144.90798950195312,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[92.85714285714286],[None],[92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],92.85714285714286,92.85714285714286
2022-07-11,142.76947021484375,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2022-07-12,143.7451629638672,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[92.85714285714286],[None],[92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],92.85714285714286,92.85714285714286
2022-07-13,143.38050842285156,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2022-07-14,146.31727600097656,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[50.0],[None],[50.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],50.0,50.0
2022-07-15,147.99264526367188,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[64.28571428571428],[None],[64.28571428571428],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],64.28571428571428,64.28571428571428
2022-07-18,144.93760681152344,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[71.42857142857143],[None],[71.42857142857143],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],71.42857142857143,71.42857142857143
2022-07-19,148.81060791015625,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142857],[None],[78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142857,78.57142857142857
2022-07-20,150.821044921875,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142857],[None],[78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142857,78.57142857142857
2022-07-21,153.09754943847656,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[92.85714285714286],[None],[92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],92.85714285714286,92.85714285714286
2022-07-22,151.85581970214844,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2022-07-25,150.73233032226562,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2022-07-26,149.4019012451172,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[92.85714285714286],[None],[92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],92.85714285714286,92.85714285714286
2022-07-27,154.5166473388672,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428572],[None],[85.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428572,85.71428571428572
2022-07-28,155.0685272216797,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[71.42857142857143],[None],[71.42857142857143],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],71.42857142857143,71.42857142857143
2022-07-29,160.1537322998047,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142857],[None],[78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142857,78.57142857142857
2022-08-01,159.168212890625,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428571],[None],[85.71428571428571],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428571,85.71428571428571
2022-08-02,157.68995666503906,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428572],[None],[85.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428572,85.71428571428572
2022-08-03,163.7212677001953,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428572],[None],[85.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428572,85.71428571428572
2022-08-04,163.40586853027344,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2022-08-05,163.1789093017578,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[92.85714285714286],[None],[92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],92.85714285714286,92.85714285714286
2022-08-08,162.70518493652344,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[92.85714285714286],[None],[92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],92.85714285714286,92.85714285714286
2022-08-09,162.75454711914062,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2022-08-10,167.01780700683594,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[92.85714285714286],[None],[92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],92.85714285714286,92.85714285714286
2022-08-11,166.2776641845703,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142857],[None],[78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142857,78.57142857142857
2022-08-12,169.84027099609375,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[85.71428571428571],[None],[85.71428571428571],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],85.71428571428571,85.71428571428571
2022-08-15,170.91595458984375,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[92.85714285714286],[None],[92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],92.85714285714286,92.85714285714286
2022-08-16,170.75804138183594,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2022-08-17,172.25808715820312,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2022-08-18,171.86334228515625,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[100.0],[None],[100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],100.0,100.0
2022-08-19,169.26785278320312,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[92.85714285714286],[None],[92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],92.85714285714286,92.85714285714286
2022-08-22,165.3697509765625,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142858],[None],[78.57142857142858],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142858,78.57142857142858
2022-08-23,165.03419494628906,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142857],[None],[78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142857,78.57142857142857
2022-08-24,165.3302459716797,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[71.42857142857143],[None],[71.42857142857143],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],71.42857142857143,71.42857142857143
2022-08-25,167.79742431640625,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[57.142857142857146],[None],[57.142857142857146],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],57.142857142857146,57.142857142857146
2022-08-26,161.4716033935547,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[57.142857142857146],[None],[57.142857142857146],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],57.142857142857146,57.142857142857146
2022-08-29,159.2610321044922,50,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[42.857142857142854],[None],[42.857142857142854],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],42.857142857142854,42.857142857142854
2022-08-30,156.82345581054688,50,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -50, 'order_price': None, 'order_valid': None, 'order_status': 1}",[-57.14285714285714],[None],[-57.14285714285714],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-57.14285714285714,-57.14285714285714
2022-08-31,155.1556396484375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-64.28571428571428],[None],[-64.28571428571428],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-64.28571428571428,-64.28571428571428
2022-09-01,155.88592529296875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-71.42857142857143],[None],[-71.42857142857143],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-71.42857142857143,-71.42857142857143
2022-09-02,153.76416015625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-78.57142857142857],[None],[-78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-78.57142857142857,-78.57142857142857
2022-09-06,152.50096130371094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-78.57142857142857],[None],[-78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-78.57142857142857,-78.57142857142857
2022-09-07,153.9121856689453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-92.85714285714286],[None],[-92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-92.85714285714286,-92.85714285714286
2022-09-08,152.43190002441406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-100.0],[None],[-100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-100.0,-100.0
2022-09-09,155.30364990234375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-100.0],[None],[-100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-100.0,-100.0
2022-09-12,161.2841033935547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-92.85714285714286],[None],[-92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-92.85714285714286,-92.85714285714286
2022-09-13,151.82000732421875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-57.14285714285715],[None],[-57.14285714285715],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-57.14285714285715,-57.14285714285715
2022-09-14,153.27069091796875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-57.14285714285714],[None],[-57.14285714285714],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-57.14285714285714,-57.14285714285714
2022-09-15,150.36929321289062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-57.142857142857146],[None],[-57.142857142857146],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-57.142857142857146,-57.142857142857146
2022-09-16,148.72122192382812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-92.85714285714286],[None],[-92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-92.85714285714286,-92.85714285714286
2022-09-19,152.45159912109375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-100.0],[None],[-100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-100.0,-100.0
2022-09-20,154.83982849121094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-28.57142857142857],[None],[-28.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-28.57142857142857,-28.57142857142857
2022-09-21,151.7015838623047,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-28.571428571428577],[None],[-28.571428571428577],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-28.571428571428577,-28.571428571428577
2022-09-22,150.73446655273438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-28.57142857142857],[None],[-28.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-28.57142857142857,-28.57142857142857
2022-09-23,148.45480346679688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-28.57142857142857],[None],[-28.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-28.57142857142857,-28.57142857142857
2022-09-26,148.79031372070312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-28.571428571428577],[None],[-28.571428571428577],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-28.571428571428577,-28.571428571428577
2022-09-27,149.767333984375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-28.571428571428573],[None],[-28.571428571428573],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-28.571428571428573,-28.571428571428573
2022-09-28,147.87255859375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-28.57142857142857],[None],[-28.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-28.57142857142857,-28.57142857142857
2022-09-29,140.60914611816406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-85.71428571428571],[None],[-85.71428571428571],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-85.71428571428571,-85.71428571428571
2022-09-30,136.38536071777344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-92.85714285714286],[None],[-92.85714285714286],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-92.85714285714286,-92.85714285714286
2022-10-03,140.57957458496094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-100.0],[None],[-100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-100.0,-100.0
2022-10-04,144.18165588378906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-100.0],[None],[-100.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-100.0,-100.0
2022-10-05,144.47772216796875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-57.142857142857146],[None],[-57.142857142857146],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-57.142857142857146,-57.142857142857146
2022-10-06,143.52044677734375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-57.14285714285715],[None],[-57.14285714285715],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-57.14285714285715,-57.14285714285715
2022-10-07,138.2505340576172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-57.14285714285714],[None],[-57.14285714285714],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-57.14285714285714,-57.14285714285714
2022-10-10,138.57623291015625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-57.142857142857146],[None],[-57.142857142857146],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-57.142857142857146,-57.142857142857146
2022-10-11,137.15513610839844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-57.142857142857146],[None],[-57.142857142857146],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-57.142857142857146,-57.142857142857146
2022-10-12,136.52354431152344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-57.142857142857146],[None],[-57.142857142857146],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-57.142857142857146,-57.142857142857146
2022-10-13,141.1125030517578,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-28.57142857142857],[None],[-28.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-28.57142857142857,-28.57142857142857
2022-10-14,136.56301879882812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-85.71428571428571],[None],[-85.71428571428571],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-85.71428571428571,-85.71428571428571
2022-10-17,140.5400848388672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-85.71428571428572],[None],[-85.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-85.71428571428572,-85.71428571428572
2022-10-18,141.86248779296875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-85.71428571428572],[None],[-85.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-85.71428571428572,-85.71428571428572
2022-10-19,141.97103881835938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-78.57142857142857],[None],[-78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-78.57142857142857,-78.57142857142857
2022-10-20,141.5072021484375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-35.714285714285715],[None],[-35.714285714285715],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-35.714285714285715,-35.714285714285715
2022-10-21,145.33628845214844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-35.71428571428572],[None],[-35.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-35.71428571428572,-35.71428571428572
2022-10-24,147.4876708984375,0,[True],[False],BUY. Shares: 55,Entry conditions met: True,{},"{'order_size': 55, 'order_price': None, 'order_valid': None, 'order_status': 1}",[42.857142857142854],[None],[42.857142857142854],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],42.857142857142854,42.857142857142854
2022-10-25,150.33973693847656,55,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[50.0],[None],[50.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],50.0,50.0
2022-10-26,147.3889923095703,55,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[57.14285714285714],[None],[57.14285714285714],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],57.14285714285714,57.14285714285714
2022-10-27,142.8987274169922,55,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[57.142857142857146],[None],[57.142857142857146],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],57.142857142857146,57.142857142857146
2022-10-28,153.69508361816406,55,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[57.14285714285715],[None],[57.14285714285715],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],57.14285714285715,57.14285714285715
2022-10-31,151.3265838623047,55,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142857],[None],[78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142857,78.57142857142857
2022-11-01,148.67190551757812,55,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142857],[None],[78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142857,78.57142857142857
2022-11-02,143.12570190429688,55,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[78.57142857142858],[None],[78.57142857142858],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142858,78.57142857142858
2022-11-03,137.0564422607422,55,[False],[False],SELL,Stop loss hit,{'stop_loss': 'Triggered: 137.06 < 139.83'},"{'order_size': -55, 'order_price': None, 'order_valid': None, 'order_status': 1}",[78.57142857142857],[None],[78.57142857142857],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],78.57142857142857,78.57142857142857
2022-11-04,136.78955078125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[71.42857142857143],[None],[71.42857142857143],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],71.42857142857143,71.42857142857143
2022-11-07,137.32334899902344,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[-35.71428571428571],[None],[-35.71428571428571],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-35.71428571428571,-35.71428571428571
2022-11-08,137.89671325683594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-35.714285714285715],[None],[-35.714285714285715],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-35.714285714285715,-35.714285714285715
2022-11-09,133.31991577148438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-35.71428571428572],[None],[-35.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-35.71428571428572,-35.71428571428572
2022-11-10,145.18197631835938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-35.71428571428571],[None],[-35.71428571428571],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-35.71428571428571,-35.71428571428571
2022-11-11,147.9794464111328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-35.714285714285715],[None],[-35.714285714285715],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-35.714285714285715,-35.714285714285715
2022-11-14,146.5757598876953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-35.71428571428572],[None],[-35.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-35.71428571428572,-35.71428571428572
2022-11-15,148.31553649902344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-35.714285714285715],[None],[-35.714285714285715],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-35.714285714285715,-35.714285714285715
2022-11-16,147.0799102783203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-35.714285714285715],[None],[-35.714285714285715],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-35.714285714285715,-35.714285714285715
2022-11-17,148.9877166748047,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-35.714285714285715],[None],[-35.714285714285715],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-35.714285714285715,-35.714285714285715
2022-11-18,149.5511474609375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-35.714285714285715],[None],[-35.714285714285715],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-35.714285714285715,-35.714285714285715
2022-11-21,146.30886840820312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-21.42857142857143],[None],[-21.42857142857143],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-21.42857142857143,-21.42857142857143
2022-11-22,148.45394897460938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-21.42857142857143],[None],[-21.42857142857143],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-21.42857142857143,-21.42857142857143
2022-11-23,149.33370971679688,0,[True],[False],BUY. Shares: 53,Entry conditions met: True,{},"{'order_size': 53, 'order_price': None, 'order_valid': None, 'order_status': 1}",[50.00000000000001],[None],[50.00000000000001],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],50.00000000000001,50.00000000000001
2022-11-25,146.40771484375,53,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[50.0],[None],[50.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],50.0,50.0
2022-11-28,142.5624542236328,53,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[50.0],[None],[50.0],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],50.0,50.0
2022-11-29,139.54747009277344,53,[False],[False],SELL,Stop loss hit,{'stop_loss': 'Triggered: 139.55 < 141.98'},"{'order_size': -53, 'order_price': None, 'order_valid': None, 'order_status': 1}",[28.571428571428577],[None],[28.571428571428577],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],28.571428571428577,28.571428571428577
2022-11-30,146.32862854003906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[28.571428571428573],[None],[28.571428571428573],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],28.571428571428573,28.571428571428573
2022-12-01,146.60543823242188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[28.571428571428573],[None],[28.571428571428573],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],28.571428571428573,28.571428571428573
2022-12-02,146.1111602783203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[21.42857142857143],[None],[21.42857142857143],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],21.42857142857143,21.42857142857143
2022-12-05,144.9447479248047,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[-64.28571428571428],[None],[-64.28571428571428],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-64.28571428571428,-64.28571428571428
2022-12-06,141.26747131347656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-64.28571428571429],[None],[-64.28571428571429],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-64.28571428571429,-64.28571428571429
2022-12-07,139.3201446533203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-64.28571428571429],[None],[-64.28571428571429],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-64.28571428571429,-64.28571428571429
2022-12-08,141.01046752929688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-85.71428571428571],[None],[-85.71428571428571],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-85.71428571428571,-85.71428571428571
2022-12-09,140.52613830566406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-85.71428571428572],[None],[-85.71428571428572],[None],['AROONOSC cross_above 0'],['AROONOSC cross_below 0'],-85.71428571428572,-85.71428571428572
